name,hex,l,a,b,flag
Tan Your Hide,#b5905a,0.6758626,0.02039653,0.08167988,false
Tana,#b8b5a1,0.7700303,-0.004857719,0.027479827,false
Tanager,#a43834,0.4957171,0.1291166,0.062678635,false
Tanager Turquoise,#8dd8e7,0.83844566,-0.06560847,-0.040361285,false
Tanami Desert,#d0b25c,0.77229977,-0.0008484721,0.11122304,false
Tanaris Beige,#e9b581,0.808558,0.036972135,0.08285439,false
Tanbark,#896656,0.54152393,0.036010653,0.036866248,false
Tanbark Trail,#766451,0.51530784,0.013570592,0.03424433,false
Tandayapa Cloud Forest,#4a766e,0.53126496,-0.050451875,-0.0013565421,false
Tandoori,#bb5c4d,0.5864638,0.10832305,0.06384638,true
Tandoori Red,#d25762,0.617304,0.14830914,0.046732455,false
Tandoori Spice,#9f4440,0.50592923,0.11088805,0.051540375,false
Tangara,#97725f,0.58377075,0.036410883,0.041007668,false
Tangaroa,#1e2f3c,0.29636738,-0.015294403,-0.02891232,false
Tangelo,#f94d00,0.6577494,0.17311731,0.13252449,false
Tangelo Cream,#f2e9de,0.9380935,0.0051389933,0.0168854,false
Tangent,#ead3a2,0.87406844,0.0051395893,0.0685904,false
Tangent Periwinkle,#50507f,0.45238394,0.017035782,-0.0741972,true
Tangerine,#ff9300,0.7619254,0.08370276,0.15480411,false
Tangerine Bliss,#d86130,0.6324437,0.12192659,0.10698596,false
Tangerine Cream,#ffa089,0.79652476,0.09789726,0.0669415,false
Tangerine Dream,#ff8449,0.74182093,0.11849335,0.11695996,false
Tangerine Flake,#e57f5b,0.70178133,0.1040611,0.087260514,false
Tangerine Haze,#de8417,0.69488776,0.0700739,0.13608152,false
Tangerine Skin,#f28500,0.72210336,0.08984126,0.14659873,false
Tangerine Tango,#ff9e4b,0.78408265,0.07915926,0.12794498,true
Tangerine Twist,#f8ad1b,0.7995688,0.03829193,0.15803516,false
Tangerine Yellow,#fecd01,0.86617106,-0.0037417114,0.17693132,false
Tangier,#a97164,0.60371876,0.061944306,0.04120913,false
Tangle,#7c7c65,0.5797758,-0.01012826,0.03229904,false
Tangled Twine,#b19466,0.682013,0.014020652,0.06984794,false
Tangled Vines,#cac19a,0.808358,-0.006092727,0.05300498,false
Tangled Web,#b2b2b2,0.7635757,5.9604645e-8,0.0,true
Tanglewood,#a58f85,0.666969,0.02110529,0.021810353,false
Tango,#d46f31,0.64806974,0.096456975,0.110809565,false
Tango Pink,#e47f7a,0.7062364,0.11492798,0.050511837,false
Tango Red,#b10e2a,0.4850131,0.17549379,0.06955665,false
Tangy,#e3c382,0.83008367,0.008918822,0.090176105,false
Tangy Dill,#9a9147,0.6485347,-0.020697996,0.0940254,false
Tangy Green,#bb9b52,0.70329785,0.006842494,0.0994398,false
Tangy Taffy,#e7cac3,0.86147547,0.028491586,0.019058228,false
Tank,#5c6141,0.47933748,-0.020990685,0.044011593,false
Tank Grey,#848481,0.6124188,-0.0012655556,0.0042645037,false
Tank Head,#9aa0a2,0.7015027,-0.0057790875,-0.0047789216,false
Tank Yellow,#efc93d,0.845584,-0.008343756,0.15476006,false
Tankard Grey,#7d7463,0.5622226,0.0031967163,0.027469367,false
Tanned Leather,#f2c108,0.8307952,-0.000044971704,0.16876394,false
Tanned Wood,#8f6e4b,0.5624756,0.024831891,0.060007006,false
Tannery Brown,#5c493e,0.4219612,0.01953502,0.024674922,false
Tannin,#a68b6d,0.6538584,0.01860717,0.05011624,false
Tanooki Suit Brown,#ae6c37,0.5927645,0.058655336,0.09114823,false
Tansy,#c7c844,0.808019,-0.05091268,0.14168292,false
Tansy Green,#95945c,0.6539149,-0.022907287,0.07285163,false
Tantalize,#669ccb,0.6738117,-0.0369184,-0.082645416,false
Tantalizing Tan,#f3dcd1,0.9102737,0.020064235,0.021728516,false
Tantalizing Teal,#87dcce,0.8364295,-0.08529824,-0.0037820935,false
Tantanmen Brown,#857158,0.56084687,0.013029665,0.042417943,false
Tanzanian Gold,#fcd215,0.8743143,-0.0121560395,0.1759882,false
Tanzanite,#1478a7,0.5424415,-0.06190458,-0.09229109,false
Tanzanite Blue,#114a6b,0.39053857,-0.040096626,-0.06851816,false
Tanzine,#7983d7,0.63837856,0.015477568,-0.124972224,false
Taos Taupe,#bfa77f,0.73942035,0.010345817,0.060142636,false
Taos Turquoise,#2b8c8a,0.58502036,-0.085146815,-0.019701064,false
Tap Shoe,#2f3032,0.30894378,-0.00036673248,-0.0038149357,false
Tapa,#7c7c72,0.58328444,-0.0043247044,0.014276177,false
Tapenade,#906528,0.540023,0.028260425,0.09014639,false
Tapering Light,#f7f2dd,0.95945996,-0.0028895736,0.027990878,false
Tapestry,#b37084,0.6225975,0.08820808,0.0009989738,false
Tapestry Beige,#b8ac9e,0.7506116,0.007550448,0.022832751,false
Tapestry Gold,#b4966b,0.6900482,0.01638329,0.0665572,false
Tapestry Red,#c06960,0.61792356,0.10038097,0.051121265,false
Tapestry Teal,#4d7f86,0.5638634,-0.048867583,-0.024972945,false
Tapioca,#dac9b9,0.8455621,0.011939377,0.026453793,true
Tara,#def1dd,0.9386418,-0.026941508,0.019631684,false
Tara’s Drapes,#767a49,0.56384987,-0.026537016,0.06430927,false
Tarawera,#253c48,0.3424873,-0.02198495,-0.028086782,false
Tardis,#105673,0.4266781,-0.04971628,-0.0630731,false
Tardis Blue,#003b6f,0.3506763,-0.032382905,-0.09997603,true
Tareyton,#a1cdbf,0.8129259,-0.050047904,0.005641043,false
Tarmac,#5a5348,0.44558766,0.0036891103,0.019361496,false
Tarmac Green,#477f4a,0.54362905,-0.08245209,0.057347298,false
Tarnished Brass,#7f6c24,0.5353009,-0.006599903,0.09266862,false
Tarnished Silver,#797b80,0.5828315,-0.00020849705,-0.007963955,false
Tarnished Treasure,#b9a47e,0.72743917,0.007786125,0.056847155,false
Tarnished Trumpet,#d5b176,0.7789639,0.016173512,0.08557111,false
Tarpon Green,#c1b55c,0.76462233,-0.022648573,0.10931796,false
Tarragon,#a4ae77,0.7292106,-0.034010798,0.06762129,false
Tarragon Tease,#b4ac84,0.7409016,-0.0077796876,0.05479431,false
Tarsier,#825e61,0.52023417,0.04607287,0.010879695,false
Tart Apple,#b6d27e,0.8237009,-0.06336415,0.094281614,false
Tart Gelato,#f6eec9,0.94600576,-0.006074667,0.048631847,false
Tart Orange,#fb4d46,0.6655157,0.18864247,0.09575719,false
Tartan Red,#b1282a,0.5005675,0.15649915,0.07465428,true
Tartare,#bf5b3c,0.5880399,0.1078694,0.08378324,false
Tartlet,#fddcd9,0.9210306,0.0338082,0.015063643,false
Tartrazine,#f7d917,0.8836026,-0.02770722,0.17773038,false
Tarzan Green,#919585,0.6618732,-0.011218786,0.020700157,false
Tasman,#bac0b3,0.7993708,-0.011580199,0.0152544975,false
Tasman Honey Yellow,#e6c562,0.83233917,-0.0023994148,0.12394661,false
Tasmanian Sea,#658a8a,0.60589105,-0.03956604,-0.011433125,false
Tassel,#c6884a,0.67671216,0.0477473,0.09825471,false
Tassel Flower,#f9c0ce,0.8626638,0.0674994,0.002690792,false
Tassel Taupe,#9f9291,0.67099124,0.014357686,0.0060541034,false
Taste of Berry,#c8a3b8,0.7550531,0.04954323,-0.01483649,false
Taste of Summer,#f2ae73,0.80259824,0.052829534,0.09621453,false
Tasty Toffee,#9b6d54,0.57595295,0.045154363,0.052734286,false
Tatami,#deccaf,0.85252446,0.0077899694,0.043097556,true
Tatami Mat,#af9d83,0.70479125,0.009475917,0.04103744,false
Tatami Tan,#ba8c64,0.6749387,0.036888868,0.06911355,false
Tatarian Aster,#976e9a,0.5949133,0.06573728,-0.047332287,false
Tate Olive,#988f63,0.6468586,-0.008608252,0.061288476,false
Tattered Teddy,#a2806f,0.62773514,0.03288427,0.036418885,false
Tattletail,#80736a,0.56479526,0.011565521,0.017785162,false
Tatzelwurm Green,#376d03,0.47837403,-0.09764676,0.09768143,false
Tau Light Ochre,#f7d60d,0.8773886,-0.024153233,0.17805791,false
Tau Sept Ochre,#a3813f,0.6221129,0.0129489,0.09313983,false
Taupe,#b9a281,0.72397465,0.0121921,0.05141461,true
Taupe Brown,#483c30,0.36517623,0.010198981,0.023867577,false
Taupe Grey,#8b8589,0.6231873,0.008548617,-0.0035300255,false
Taupe Mist,#e1d9d0,0.8891679,0.0049314797,0.014219224,false
Taupe Night,#705a56,0.48844704,0.025749221,0.014954239,false
Taupe of the Morning,#dad2c6,0.86686975,0.0037850738,0.018165588,false
Taupe Tapestry,#c3a79a,0.74943054,0.026035398,0.027340353,false
Taupe Tease,#e0d9cf,0.88809097,0.0034860075,0.015175343,false
Taupe Tone,#ada090,0.712429,0.007953048,0.026126862,false
Taupe White,#c7c1bb,0.8140767,0.0040747225,0.009923279,false
Taurus Forest Fern,#77be52,0.73088306,-0.115065545,0.11038867,false
Tavern,#b7a594,0.7327724,0.01312834,0.029047906,false
Tavern Creek,#957046,0.5724705,0.026770994,0.06954679,false
Tavern Taupe,#9e938f,0.6715955,0.010819852,0.0094558,false
Tawny Amber,#d19776,0.7245302,0.05306098,0.06464642,false
Tawny Birch,#aa7b65,0.6242209,0.046607345,0.04842931,false
Tawny Brown,#ab856f,0.6472681,0.035273314,0.04428354,false
Tawny Daylily,#eee4d1,0.9217061,0.0030997097,0.027357638,false
Tawny Ember,#a7947c,0.67693996,0.011600703,0.039158583,false
Tawny Mushroom,#b39997,0.70556915,0.028675854,0.01224792,false
Tawny Olive,#c4962c,0.69882643,0.014193878,0.12822431,false
Tawny Orange,#d37f6f,0.68240297,0.091759235,0.056408226,false
Tawny Owl,#978b71,0.640297,0.0026811957,0.039715856,false
Tawny Port,#643a48,0.4038984,0.06223166,-0.0012895465,false
Tawny Tan,#ccb299,0.77947617,0.018604815,0.041707993,false
Tax Break,#496569,0.48618585,-0.029847518,-0.015263677,false
Taxite,#5c3937,0.38559806,0.046260893,0.01986146,false
Taylor,#5f5879,0.48008278,0.021593079,-0.04840827,false
Te Papa Green,#2b4b40,0.3842757,-0.041984096,0.0073291957,false
Tea,#bfb5a2,0.77618957,0.0032318234,0.02847147,false
Tea Bag,#726259,0.5088579,0.01565291,0.019465923,false
Tea Biscuit,#f5ebe1,0.94519395,0.006555736,0.015919745,false
Tea Blossom Pink,#b5a9ac,0.74580777,0.014429867,0.00010251999,false
Tea Chest,#605547,0.45608315,0.0073544234,0.025209844,false
Tea Cookie,#f4e1c0,0.9167093,0.007124841,0.047624767,false
Tea Leaf,#8f8667,0.6197253,-0.003021896,0.045431763,false
Tea Leaf Brown,#a59564,0.67209005,-0.0025109649,0.069140404,false
Tea Leaf Mouse,#888e7e,0.6370481,-0.0135730505,0.02022484,false
Tea Light,#f8e4c2,0.9264132,0.0077750683,0.049055815,false
Tea Party,#ffd7d0,0.9110775,0.03998995,0.022750795,false
Tea Room,#dcb5b0,0.8060764,0.04104522,0.020619154,false
Tea Rose,#f883c2,0.758016,0.15544885,-0.032898724,false
Tea Towel,#c5a5c7,0.7610317,0.048361033,-0.034771442,false
Teaberry,#dc3855,0.5969182,0.19130683,0.05512464,false
Teaberry Blossom,#b44940,0.54584104,0.12531345,0.065214485,false
Teak,#ab8953,0.6499883,0.017086893,0.08093637,true
Teakwood,#8d7e6d,0.60191834,0.0102669895,0.029273897,true
Teal,#008080,0.5431226,-0.089646995,-0.023633778,true
Teal Bayou,#57a1a0,0.6611002,-0.07170725,-0.018366337,false
Teal Blue,#01889f,0.57699525,-0.083244234,-0.05868444,false
Teal Dark Blue,#0f4d5c,0.39010656,-0.050247967,-0.03984213,false
Teal Dark Green,#006d57,0.47649977,-0.09121868,0.0121718645,false
Teal Deer,#99e6b3,0.86115605,-0.09431696,0.044733644,false
Teal Drama,#24604f,0.44453824,-0.06769034,0.010103673,false
Teal Essence,#3da3ae,0.66139364,-0.084670246,-0.039861917,false
Teal Forest,#405b5d,0.45047736,-0.030011535,-0.012023658,false
Teal Fury,#1a6c76,0.48894724,-0.06753194,-0.034695476,false
Teal Glacier,#3e9eac,0.64864326,-0.07964262,-0.043297708,false
Teal Green,#25a36f,0.6362635,-0.1247195,0.044777542,false
Teal Ice,#d1efe9,0.9287408,-0.032354802,-0.001245439,false
Teal Me No Lies,#0daca7,0.67301023,-0.11207473,-0.021952868,true
Teal Melody,#c8ede2,0.91659355,-0.041136503,0.0032727122,false
Teal Moiré,#50b7cf,0.7283339,-0.081626266,-0.05841416,false
Teal Mosaic,#406976,0.49583226,-0.03848037,-0.032406837,false
Teal Motif,#006d73,0.48659185,-0.077017635,-0.030294776,false
Teal Spill,#032425,0.23759122,-0.035683393,-0.011497572,false
Teal Stencil,#627f7b,0.572746,-0.03363353,-0.0034720302,false
Teal Treat,#d9f2e3,0.93874365,-0.030903965,0.011614203,false
Teal Tree,#94b9b4,0.75721955,-0.04022935,-0.00440681,false
Teal Trinket,#4e939d,0.62199795,-0.06304026,-0.033126175,false
Teal Trip,#00a093,0.6344589,-0.1115593,-0.009274602,false
Teal Tune,#02708c,0.50616384,-0.06850001,-0.06423494,false
Teal Waters,#007765,0.50904393,-0.09409863,0.0044915676,false
Teal Wave,#8b9ea1,0.6853424,-0.01935938,-0.01034832,false
Teal We Meet Again,#2b7b6c,0.5300106,-0.08071564,0.0023848712,false
Teal With It,#01697a,0.47893032,-0.06962843,-0.046810657,true
Tealish,#24bca8,0.71634835,-0.12239879,-0.0025231838,false
Tealish Green,#0cdc73,0.78410906,-0.18047076,0.0956282,false
Team Spirit,#416986,0.5034837,-0.031190723,-0.05673054,false
Tear,#b5d8df,0.85911775,-0.032699406,-0.01973617,false
Teardrop,#d1eaea,0.91876054,-0.025238246,-0.0075730085,true
Tears of Joy,#f0f1da,0.9512784,-0.009862095,0.028660297,false
Teary Eyed,#ded2e8,0.8800388,0.020835787,-0.024909139,false
Teasel Dipsacus,#ceaefa,0.80546564,0.06050816,-0.092051804,false
Teasing Peach,#f1e1d7,0.91983676,0.012937874,0.01802206,false
Teatime,#be9b79,0.71295375,0.02579236,0.057159007,false
Teatime Mauve,#c8a89e,0.7571715,0.031739444,0.024862528,false
Tech Wave,#4c7a9d,0.5609425,-0.034294367,-0.065963596,false
Techile,#9fa1a1,0.7073586,-0.0022029877,-0.00067800283,false
Technical Blue,#587c8d,0.56563824,-0.03180933,-0.036418706,false
Techno Blue,#006b8b,0.49241644,-0.06465644,-0.070106655,false
Techno Green,#69ac58,0.67959875,-0.103196144,0.08809179,false
Techno Pink,#dd95b4,0.75004894,0.09383196,-0.012894154,false
Techno Taupe,#bfb9aa,0.7864868,0.00047826767,0.021845102,true
Techno Turquoise,#60bd8e,0.72823155,-0.10640052,0.039377093,false
Technolust,#ff80f9,0.78437096,0.17957723,-0.10731751,true
Teclis Blue,#a3bae3,0.78570664,-0.008977026,-0.06330949,false
Teddy Bear,#9d8164,0.62205994,0.020529062,0.0497109,false
Teddy Bears & Cream,#ceb79d,0.7922377,0.01475054,0.041751564,false
Teddy’s Taupe,#bcac9f,0.7543942,0.012420535,0.022900283,false
Tedious Red,#c00c20,0.51225424,0.18359499,0.08648601,false
Tee Off,#68855a,0.58254963,-0.051343173,0.049992085,false
Teen Queen,#a67498,0.62148714,0.07343781,-0.030837834,false
Teeny Bikini,#326395,0.48943546,-0.031740487,-0.09137756,false
Teewurst,#f2dbd7,0.90908,0.022762984,0.012839317,false
Tegreen,#c1b65f,0.7671334,-0.02306658,0.10718477,false
Teldrassil Purple,#ad66d2,0.632698,0.115525484,-0.124506414,false
Telemagenta,#aa22cc,0.55277604,0.18355036,-0.16475141,true
Telopea,#2d2541,0.2872233,0.022515997,-0.045789316,false
Tempe Star,#47626a,0.47776964,-0.027122855,-0.021201968,false
Temperamental Green,#2b8725,0.5491076,-0.1257311,0.097433805,false
Temperate Taupe,#bfb1aa,0.7701518,0.0125539005,0.014171243,false
Tempered Chocolate,#772211,0.38482186,0.10179834,0.066556856,false
Tempered Grey,#a1aeb1,0.7415351,-0.012763709,-0.008325219,false
Tempest,#79839b,0.6102543,-0.0017370284,-0.03829196,true
Templar’s Gold,#f2e688,0.91456777,-0.024186522,0.1136595,true
Template,#a6c9e3,0.81904477,-0.025880694,-0.045625985,false
Temple Guard Blue,#339a8d,0.624248,-0.094971776,-0.0053725243,false
Temple of Orange,#ee7755,0.7005177,0.12407851,0.09285796,false
Temple Tile,#a9855d,0.6414184,0.025325507,0.06590083,false
Tempo,#33abb2,0.68000376,-0.09596801,-0.036436617,false
Tempo Teal,#018c94,0.5827013,-0.091817886,-0.036946654,false
Temptation,#987465,0.5903413,0.036798686,0.03515324,false
Temptatious Tangerine,#ff7733,0.7207097,0.13172695,0.12757874,true
Tempting Pink,#dd8cb5,0.73519367,0.10828039,-0.022139609,false
Tempting Taupe,#ccaa99,0.763653,0.031103134,0.034652114,false
Temptress,#3c2126,0.28503045,0.041760087,0.005942747,false
Tenacious Tentacles,#98f6b0,0.89656144,-0.11561844,0.06366968,false
Tender,#f7e8d7,0.93839574,0.009114414,0.026380718,false
Tender Greens,#c5cfb6,0.83998185,-0.020455837,0.029254317,false
Tender Limerence,#e0d4e0,0.88308126,0.017178208,-0.011695504,false
Tender Peach,#f8d5b8,0.8951546,0.026114851,0.048447132,false
Tender Shoot,#accb35,0.79263073,-0.08805853,0.14743057,true
Tender Sprout,#e8e287,0.8979289,-0.029592335,0.109221935,false
Tender Taupe,#c4b198,0.76994205,0.01078251,0.0393399,true
Tender Touch,#d5c6d6,0.8436189,0.02210325,-0.016099393,false
Tender Turquoise,#82d9c5,0.8245555,-0.089461535,0.003807485,false
Tender Twilight,#b7cfe2,0.8426446,-0.017507166,-0.032752633,false
Tender Violet,#d4c3da,0.8382082,0.026861072,-0.024786592,false
Tender Waves,#badbdf,0.8687351,-0.031846553,-0.015176535,false
Tender Yellow,#e8ebaf,0.9233338,-0.026797682,0.07278752,false
Tenderness,#c8dbce,0.8735165,-0.024615407,0.011009455,false
Tendril,#869c65,0.6616305,-0.04787296,0.06531474,false
Tenné,#cd5700,0.59917116,0.116488785,0.12118092,false
Tennis Ball,#dfff4f,0.9463669,-0.0958271,0.17074662,true
Tennis Blue,#7cb5c6,0.73980314,-0.05011347,-0.039785087,false
Tennis Court,#c8450c,0.56815726,0.13709612,0.111187756,false
Tense Terracotta,#a35732,0.53989226,0.07892051,0.07993215,false
Tent Green,#a89f86,0.7033736,-0.00036346912,0.036625803,false
Tentacle Pink,#ffbacd,0.8577148,0.0829027,0.0012646914,false
Tenzing,#9ecfd9,0.823441,-0.045027554,-0.02763617,false
Tequila,#f4d0a4,0.87760276,0.021390826,0.06700599,false
Teri-Gaki Persimmon,#eb6238,0.66301364,0.14243382,0.10858005,false
Terminator Chrome,#dcdfe5,0.9030835,-0.000839293,-0.008746922,false
Terminatus Stone,#bdb192,0.7623244,0.00048357248,0.044626176,false
Termite Beige,#ddbb66,0.8042516,0.003857553,0.11139679,false
Tern Grey,#d5cdbd,0.85038203,0.002213478,0.023386955,false
Terra Brun,#5a382d,0.37821713,0.040849656,0.032707363,false
Terra Cotta Clay,#d08f73,0.70797783,0.06374377,0.061861813,false
Terra Cotta Pot,#d38d71,0.70738894,0.06966233,0.064009964,false
Terra Cotta Sun,#9c675f,0.5680558,0.061401382,0.033863634,false
Terra Cotta Urn,#b06f60,0.6076495,0.07195763,0.047976673,false
Terra Cove,#844c47,0.48100048,0.06926812,0.033406585,false
Terra Orange,#cc7661,0.6555109,0.09298414,0.064205766,false
Terra Rosa,#bb6569,0.60675365,0.104982585,0.03399101,false
Terra Rose,#9f6d66,0.58478194,0.057649463,0.03073597,false
Terra Sol,#e8b57b,0.806514,0.033510894,0.08914381,false
Terra Tone,#b6706b,0.6194138,0.08181682,0.0370993,false
Terrace Brown,#73544d,0.4765707,0.036235064,0.02357623,false
Terrace Pool,#a1d8e0,0.8470045,-0.051066637,-0.026328862,false
Terrace Taupe,#b2ab9c,0.74283564,0.0015894771,0.022479534,false
Terrace Teal,#275b60,0.43811223,-0.050897494,-0.022479713,false
Terrace View,#cad0bf,0.8482239,-0.013007343,0.02019471,false
Terracotta,#cb6843,0.62637985,0.10306771,0.088566065,false
Terracotta Chip,#c47c5e,0.6553253,0.07273117,0.06842154,false
Terracotta Red Brown,#976a66,0.5696494,0.053138614,0.02450031,false
Terracotta Sand,#d6ba9b,0.8050562,0.01823011,0.049592435,false
Terrain,#708157,0.5781962,-0.038074434,0.051957726,false
Terran Khaki,#a1965e,0.66944605,-0.011256367,0.07563591,false
Terrapin,#807f4a,0.5845566,-0.022158623,0.07014024,false
Terrarium,#5f6d5c,0.5177975,-0.023995414,0.02003029,false
Terrazzo Brown,#a28873,0.6450392,0.021353424,0.038271904,false
Terrazzo Tan,#be8973,0.67655486,0.052709788,0.049995273,false
Terrestrial,#276757,0.46761128,-0.07015821,0.007482022,true
Terror from the Deep,#1d4769,0.38537332,-0.030420989,-0.0680404,false
Testosterose,#ddaaff,0.81415945,0.08422676,-0.09634042,true
Tête-à-Tête,#d90166,0.5698386,0.22797666,0.018588394,false
Teton Blue,#8d99a1,0.67589694,-0.009942681,-0.015213132,false
Teton Breeze,#dfeae8,0.92819434,-0.011996597,-0.0008530021,false
Tetraammine,#1e20c7,0.40358987,-0.0070436895,-0.24037793,false
Tetrarose,#8e6f73,0.5732603,0.039079458,0.0066922605,false
Tetsu Black,#2b3733,0.3244089,-0.017397061,0.0021649897,false
Tetsu Green,#005243,0.39152926,-0.07360986,0.006605208,false
Tetsu Iron,#455765,0.44715244,-0.01513876,-0.028260857,false
Tetsu-Guro Black,#281a14,0.2337305,0.018056966,0.017535597,false
Tetsu-Kon Blue,#17184b,0.24502788,0.0101582855,-0.09170286,false
Tetsuonando Black,#2b3736,0.32552055,-0.015861005,-0.0028393567,false
Texan Angel,#e2ddd1,0.89818466,0.0005930662,0.017033756,false
Texas,#ece67e,0.9081699,-0.03430271,0.12185657,false
Texas Boots,#8b6947,0.5468151,0.026766106,0.059423953,false
Texas Heatwave,#a54e37,0.528719,0.097897574,0.07070735,false
Texas Hills,#c9926e,0.7047704,0.048707217,0.06738323,false
Texas Longhorn,#e08d3c,0.71544635,0.06593481,0.12103486,false
Texas Ranger Brown,#a0522d,0.5264821,0.0819615,0.08083749,false
Texas Rose,#f1d2c9,0.8872711,0.029664308,0.022168577,false
Texas Sage,#b9a77c,0.7332314,0.0022516549,0.061824918,false
Texas Sunset,#fc9625,0.764126,0.07930091,0.14614028,false
Texas Sweet Tea,#794840,0.456872,0.059773386,0.034444213,false
Tezcatlipōca Blue,#5500ee,0.46937898,0.05836886,-0.27371413,false
Thai Basil,#7a7f3f,0.5775107,-0.033786193,0.08044207,false
Thai Chili,#ce0001,0.53468776,0.19157563,0.106823176,true
Thai Curry,#bd6b1c,0.60842043,0.071114644,0.11452225,false
Thai Hot,#fe1c06,0.632847,0.21671224,0.12553343,true
Thai Ice Tea,#e0a878,0.7730225,0.043749332,0.080390275,false
Thai Mango,#e77200,0.6771449,0.10577236,0.13723603,false
Thai Spice,#bb4455,0.55464834,0.14784828,0.040087998,false
Thai Teak,#624435,0.41596508,0.032533124,0.035530835,false
Thai Teal,#2e8689,0.56998605,-0.077613235,-0.025734872,false
Thai Temple,#e7c630,0.83115524,-0.015823424,0.1580078,false
Thalassa,#53b1ba,0.7071868,-0.081802756,-0.036053002,true
Thalassophile,#44aadd,0.7001436,-0.07002607,-0.09647131,true
Thallium Flame,#58f898,0.8727052,-0.16875613,0.085041225,false
Thamar Black,#181818,0.20903608,4.4703484e-8,0.0,false
Thames Dusk,#62676a,0.51043224,-0.004623592,-0.0063090026,false
Thanksgiving,#b56e4a,0.6080138,0.07062061,0.07580188,false
That’s Atomic,#b0b08e,0.748215,-0.014068842,0.044674695,false
That’s My Lime,#dcd290,0.85655314,-0.01581502,0.08425152,false
Thatch,#b1948f,0.6914091,0.031110853,0.017586768,false
Thatch Brown,#867057,0.5594962,0.015510842,0.043205768,false
Thatch Green,#544e31,0.42191485,-0.0061881244,0.044472754,false
Thatched Cottage,#d6c7a6,0.83353263,0.002931267,0.047267377,false
Thatched Roof,#efe0c6,0.911952,0.005643457,0.0377782,false
Thawed Out,#e1eeec,0.9388255,-0.013977259,-0.0014555454,false
The Art of Seduction,#dd0088,0.58790076,0.24094373,-0.028167754,false
The Bluff,#ffc8c2,0.87978804,0.05736676,0.027501643,false
The Boulevard,#d0a492,0.7542553,0.042315543,0.03994131,false
The Cottage,#837663,0.5723764,0.0071006417,0.031581283,false
The Count’s Black,#102030,0.23795575,-0.0131454915,-0.03550832,true
The Ego Has Landed,#a75455,0.54693365,0.10242899,0.038413346,false
The End,#2a2a2a,0.2850174,1.4901161e-8,1.4901161e-8,true
The End Is Beer,#eed508,0.8669917,-0.033370912,0.17660487,false
The Fang,#585673,0.46654773,0.01411213,-0.044483304,false
The Fang Grey,#436174,0.47685462,-0.0255896,-0.039174974,false
The Fifth Sun,#f0e22c,0.89635646,-0.045829087,0.17484522,false
The First Daffodil,#fff08c,0.946223,-0.023069233,0.12010884,false
The Golden State,#e9d2af,0.87396544,0.010755807,0.05189085,false
The Goods,#aaa651,0.71051955,-0.030448258,0.10344249,false
The Grape War of 97’,#bb00ff,0.6038433,0.20177543,-0.2252624,true
The Killing Joke,#b0bf1a,0.7671261,-0.07245532,0.15260878,false
The Legend of Green,#558844,0.573841,-0.08422403,0.07494041,true
The New Black,#ff8400,0.7379844,0.1060047,0.14966789,false
The Rainbow Fish,#4466ee,0.5654685,-0.0063117445,-0.20788375,false
The Sickener,#db7093,0.67792284,0.13820696,0.001642406,false
The Speed of Light,#f6f4ef,0.96730506,0.00016519427,0.00697124,false
The Vast of Night,#110066,0.23991999,0.006180346,-0.15403257,true
The Wild Apothecary,#118844,0.5505434,-0.12444638,0.068149894,false
Theatre Blue,#21467a,0.395378,-0.02144368,-0.09557566,false
Theatre District Lights,#eef4db,0.95598483,-0.01573369,0.029584587,false
Theatre Dress,#274242,0.3575696,-0.031659648,-0.008946657,false
Theatre Gold,#a76924,0.5763011,0.049359933,0.10231927,false
Theatre Powder Rose,#e2d4d4,0.8812351,0.014806956,0.0046548843,false
Themeda Japonica,#e2b13c,0.7851097,0.012127966,0.14000729,false
Therapeutic Toucan,#ee7711,0.69498247,0.107532054,0.13742757,false
There Is Light,#002288,0.321314,-0.01940693,-0.16987354,false
There’s No Place Like Home,#ad9569,0.6806987,0.0089509785,0.06579691,false
Thermal,#3f5052,0.41757143,-0.019474477,-0.009160697,false
Thermal Aqua,#9ccebe,0.81173986,-0.05648607,0.0067669153,false
Thermal Spring,#589489,0.6222745,-0.06512368,-0.0012042522,false
Thermic Orange,#eb3318,0.6117622,0.18955141,0.11557627,false
Thermocline,#8fadbd,0.7304812,-0.025211215,-0.03146702,false
Thermos,#d2bb95,0.8020836,0.009790599,0.056484103,false
They call it Mellow,#fbe4b3,0.9257507,0.005045265,0.06787068,false
Thick Blue,#5566dd,0.5616692,0.009542555,-0.18071765,false
Thick Fog,#dcd3ce,0.87265813,0.007576734,0.009457171,false
Thick Green,#88cc22,0.77078736,-0.12852713,0.15146327,false
Thick Pink,#cc55dd,0.6541494,0.17447722,-0.13393456,false
Thick Purple,#8833dd,0.5340679,0.12310004,-0.20401338,false
Thick Red,#b30d0d,0.48592585,0.16961928,0.092237204,false
Thick Yellow,#f1d512,0.86988807,-0.02935791,0.17579383,false
Thicket,#69865b,0.5859196,-0.051279962,0.04994011,false
Thicket Green,#93840f,0.6083674,-0.023583636,0.12091008,false
Thimble Red,#a05d8b,0.569336,0.099432826,-0.03666824,false
Thimbleberry,#e34b50,0.6259721,0.1736198,0.07234782,false
Thimbleberry Leaf,#afa97d,0.72871816,-0.011743784,0.059213817,false
Thin Air,#c6fcff,0.95516396,-0.051163107,-0.019133866,false
Thin Cloud,#d4dcda,0.88778937,-0.009051383,0.00006741285,false
